Open,Close,High,Low,Value,Volume,Date
1850.4,1850.4,1850.4,1850.4,1850.4,1,2014-06-30 18:30:00
1800.3,1800.2,1800.3,1800.2,9001.1,5,2014-07-04 17:20:00
1850.0,1850.0,1850.0,1850.0,1850.0,1,2014-07-18 13:50:00
1850.1,1850.1,1850.1,1850.1,18501.0,10,2014-07-21 15:10:00
1850.0,1850.0,1850.0,1850.0,25900.0,14,2014-07-21 15:40:00
1900.0,1900.0,1900.0,1900.0,19000.0,10,2014-07-21 17:50:00
2000.0,2000.0,2000.0,2000.0,2000.0,1,2014-07-22 15:00:00
2000.0,2000.0,2000.0,2000.0,2000.0,1,2014-07-22 18:00:00
2005.0,2005.0,2005.0,2005.0,2005.0,1,2014-07-22 18:10:00
2100.0,2100.0,2100.0,2100.0,2100.0,1,2014-07-22 18:30:00
1850.1,1850.0,1850.1,1850.0,49950.1,27,2014-08-11 10:40:00
1850.0,1850.0,1850.0,1850.0,37000.0,20,2014-08-11 11:00:00
2000.0,2000.0,2000.0,2000.0,10000.0,5,2014-08-11 16:40:00
1999.9,2000.0,2000.0,1999.9,5999.8,3,2014-08-11 17:30:00
1851.1,1853.0,1853.0,1851.0,16667.1,9,2014-08-14 14:40:00
1969.7,1969.7,1969.7,1969.7,1969.7,1,2014-08-14 14:50:00
2000.0,2000.0,2000.0,2000.0,8000.0,4,2014-08-14 18:20:00
1862.2,1862.2,1862.2,1862.2,18622.0,10,2014-08-20 10:50:00
1851.1,1850.0,1851.1,1850.0,64761.1,35,2014-08-20 15:20:00
1990.0,1990.0,1990.0,1990.0,3980.0,2,2014-08-20 15:50:00
1978.0,2000.0,2000.0,1978.0,19802.1,10,2014-08-20 17:20:00
1900.0,1900.0,1900.0,1900.0,1900.0,1,2014-09-01 18:00:00
1899.0,1899.0,1899.0,1899.0,1899.0,1,2014-09-10 11:20:00
1890.0,1890.0,1890.0,1890.0,1890.0,1,2014-09-22 10:10:00
1890.0,1890.0,1890.0,1890.0,1890.0,1,2014-09-24 17:50:00
1880.0,1880.0,1880.0,1880.0,1880.0,1,2014-09-26 11:40:00
1800.0,1800.0,1800.0,1800.0,90000.0,50,2014-09-30 16:50:00
1880.0,1880.0,1880.0,1880.0,11280.0,6,2014-09-30 17:50:00
1800.0,1800.0,1800.0,1800.0,90000.0,50,2014-10-01 11:40:00
1620.0,1890.0,1890.0,1620.0,3510.0,2,2014-10-01 18:20:00
1850.0,1850.0,1850.0,1850.0,1850.0,1,2014-10-06 18:00:00
1800.0,1800.0,1800.0,1800.0,1800.0,1,2014-10-09 12:10:00
1800.0,1800.0,1800.0,1800.0,9000.0,5,2014-10-09 17:40:00
1890.0,1920.0,1920.0,1890.0,17100.0,9,2014-10-10 12:20:00
1700.0,1700.0,1700.0,1700.0,51000.0,30,2014-10-21 18:00:00
1900.0,1700.0,1900.0,1700.0,3600.0,2,2014-10-21 18:30:00
1900.0,1900.0,1900.0,1900.0,1900.0,1,2014-10-22 10:20:00
1750.0,1700.0,1750.0,1700.0,10260.0,6,2014-10-22 14:00:00
1670.0,1600.0,1670.0,1600.0,62630.0,39,2014-10-22 15:50:00
1800.0,1880.0,1880.0,1800.0,11030.0,6,2014-10-22 16:10:00
1890.0,1900.0,1900.0,1890.0,68390.0,36,2014-10-22 16:30:00
1800.0,1800.0,1800.0,1800.0,3600.0,2,2014-10-22 17:10:00
1650.0,1620.0,1650.0,1620.0,4900.0,3,2014-10-23 10:00:00
1750.0,1750.0,1750.0,1750.0,1750.0,1,2014-10-23 10:10:00
1790.0,1790.0,1790.0,1790.0,1790.0,1,2014-10-23 10:40:00
1750.0,1700.0,1750.0,1700.0,62950.0,37,2014-10-23 15:20:00
1850.0,1850.0,1850.0,1850.0,1850.0,1,2014-10-24 17:30:00
1700.0,1700.0,1700.0,1700.0,51000.0,30,2014-10-27 13:20:00
1840.0,1850.0,1850.0,1840.0,3690.0,2,2014-10-27 17:40:00
1700.0,1700.0,1700.0,1700.0,1700.0,1,2014-10-27 18:10:00
1750.0,1900.0,1900.0,1750.0,56290.0,32,2014-10-28 11:30:00
1700.0,1700.0,1700.0,1700.0,8500.0,5,2014-10-28 16:30:00
1770.0,1770.0,1770.0,1770.0,1770.0,1,2014-10-29 18:30:00
1750.0,1870.0,1870.0,1750.0,54370.0,31,2014-11-12 10:50:00
1750.0,1870.0,1870.0,1750.0,89370.0,51,2014-11-12 18:30:00
1940.0,1940.0,1940.0,1940.0,1940.0,1,2014-11-14 10:30:00
1700.0,1700.0,1700.0,1700.0,8500.0,5,2014-11-14 12:00:00
1840.0,1840.0,1840.0,1840.0,3680.0,2,2014-11-14 16:30:00
1870.0,1900.0,1900.0,1870.0,20720.0,11,2014-11-18 10:20:00
1710.0,1710.0,1710.0,1710.0,3420.0,2,2014-11-18 17:20:00
1700.0,1700.0,1700.0,1700.0,6800.0,4,2014-11-19 13:40:00
1700.0,1700.0,1700.0,1700.0,6800.0,4,2014-11-19 16:10:00
1700.0,1700.0,1700.0,1700.0,17000.0,10,2014-11-20 10:20:00
1750.0,1750.0,1750.0,1750.0,22750.0,13,2014-11-20 13:20:00
1750.0,1750.0,1750.0,1750.0,29750.0,17,2014-11-20 13:40:00
1780.0,1780.0,1780.0,1780.0,62300.0,35,2014-11-21 16:30:00
1780.0,1900.0,1900.0,1780.0,66050.0,37,2014-11-24 11:00:00
1750.0,1700.0,1750.0,1700.0,112430.0,66,2014-11-24 15:30:00
1780.0,1830.0,1830.0,1780.0,21430.0,12,2014-11-24 16:20:00
1700.0,1700.0,1700.0,1700.0,90100.0,53,2014-11-25 11:20:00
1680.0,1680.0,1680.0,1680.0,1680.0,1,2014-11-25 16:40:00
1610.0,1610.0,1610.0,1610.0,8050.0,5,2014-12-02 16:00:00
1600.0,1600.0,1600.0,1600.0,94400.0,59,2014-12-03 16:40:00
1750.0,1750.0,1750.0,1750.0,87500.0,50,2014-12-04 13:50:00
1800.0,1800.0,1800.0,1800.0,3600.0,2,2014-12-04 14:20:00
1610.0,1610.0,1610.0,1610.0,1610.0,1,2014-12-08 16:20:00
1610.0,1610.0,1610.0,1610.0,1610.0,1,2014-12-08 16:50:00
1600.0,1820.0,1820.0,1500.0,21320.0,13,2014-12-19 16:20:00
1600.0,1600.0,1600.0,1600.0,3200.0,2,2014-12-22 17:50:00
1600.0,1600.0,1600.0,1600.0,4800.0,3,2014-12-24 17:10:00
1700.0,1800.0,1800.0,1700.0,10570.0,6,2014-12-24 18:10:00
1600.0,1600.0,1600.0,1600.0,1600.0,1,2014-12-26 17:30:00
1700.0,1840.0,1840.0,1700.0,52840.0,31,2014-12-29 10:20:00
1570.0,1570.0,1570.0,1570.0,36110.0,23,2015-01-16 11:30:00
1570.0,1570.0,1570.0,1570.0,37680.0,24,2015-01-16 11:40:00
1570.0,1570.0,1570.0,1570.0,3140.0,2,2015-01-16 11:50:00
1570.0,1570.0,1570.0,1570.0,1570.0,1,2015-01-16 12:40:00
1590.0,1590.0,1590.0,1590.0,11130.0,7,2015-01-16 16:10:00
1600.0,1600.0,1600.0,1600.0,16000.0,10,2015-01-16 16:20:00
1550.0,1550.0,1550.0,1550.0,26350.0,17,2015-01-16 18:20:00
1540.0,1540.0,1540.0,1540.0,12320.0,8,2015-01-19 10:40:00
1550.0,1550.0,1550.0,1550.0,4650.0,3,2015-01-19 12:10:00
1630.0,1720.0,1720.0,1630.0,119340.0,73,2015-01-20 14:50:00
1600.0,1600.0,1600.0,1600.0,1600.0,1,2015-01-21 13:20:00
1640.0,1640.0,1640.0,1640.0,1640.0,1,2015-01-21 18:00:00
1600.0,1600.0,1600.0,1600.0,1600.0,1,2015-01-22 16:40:00
1600.0,1720.0,1720.0,1600.0,102770.0,60,2015-01-22 16:50:00
1700.0,1690.0,1700.0,1690.0,3390.0,2,2015-01-22 18:10:00
1840.0,1840.0,1840.0,1840.0,1840.0,1,2015-01-22 18:30:00
1830.0,1830.0,1830.0,1830.0,1830.0,1,2015-01-29 12:40:00
1820.0,1820.0,1820.0,1820.0,1820.0,1,2015-01-29 18:00:00
1700.0,1700.0,1700.0,1700.0,1700.0,1,2015-01-30 10:40:00
1720.0,1720.0,1720.0,1720.0,13760.0,8,2015-01-30 13:30:00
1720.0,1720.0,1720.0,1720.0,1720.0,1,2015-01-30 14:00:00
1720.0,1720.0,1720.0,1720.0,3440.0,2,2015-01-30 16:20:00
1840.0,1950.0,1950.0,1840.0,59200.0,32,2015-02-04 16:50:00
1810.0,1810.0,1810.0,1810.0,1810.0,1,2015-02-10 10:50:00
1810.0,1810.0,1810.0,1810.0,1810.0,1,2015-02-10 17:50:00
1810.0,1800.0,1810.0,1800.0,18010.0,10,2015-02-17 15:20:00
1910.0,1970.0,1970.0,1910.0,19560.0,10,2015-02-17 17:40:00
1980.0,2000.0,2000.0,1980.0,5980.0,3,2015-02-25 10:50:00
1830.0,1830.0,1830.0,1830.0,1830.0,1,2015-02-26 10:40:00
1820.0,1820.0,1820.0,1820.0,1820.0,1,2015-03-17 14:50:00
1810.0,1810.0,1810.0,1810.0,9050.0,5,2015-03-18 14:50:00
1970.0,2000.0,2000.0,1970.0,253550.0,127,2015-03-27 18:20:00
2000.0,2100.0,2100.0,2000.0,20180.0,10,2015-03-30 11:10:00
2200.0,2250.0,2250.0,2200.0,11050.0,5,2015-03-30 11:20:00
2250.0,2450.0,2450.0,2250.0,51890.0,22,2015-03-30 18:30:00
2050.0,2050.0,2050.0,2050.0,2050.0,1,2015-03-31 18:30:00
1950.0,1950.0,1950.0,1950.0,5850.0,3,2015-04-01 18:20:00
1920.0,1750.0,1920.0,1750.0,33870.0,19,2015-04-01 18:30:00
1850.0,1850.0,1850.0,1850.0,11100.0,6,2015-04-02 10:10:00
1960.0,1960.0,1960.0,1960.0,1960.0,1,2015-04-02 12:40:00
1990.0,2010.0,2010.0,1990.0,4000.0,2,2015-04-02 13:30:00
1910.0,1900.0,1910.0,1900.0,5710.0,3,2015-04-02 16:10:00
1900.0,2100.0,2100.0,1900.0,574190.0,302,2015-04-02 18:00:00
2000.0,2000.0,2000.0,2000.0,2000.0,1,2015-04-08 10:00:00
2100.0,2100.0,2100.0,2100.0,2100.0,1,2015-04-08 10:10:00
2000.0,2000.0,2000.0,2000.0,2000.0,1,2015-04-08 14:20:00
1910.0,1910.0,1910.0,1910.0,1910.0,1,2015-04-08 14:40:00
2000.0,2000.0,2000.0,2000.0,2000.0,1,2015-04-09 11:30:00
1850.0,1850.0,1850.0,1850.0,1850.0,1,2015-04-15 17:30:00
1850.0,1850.0,1850.0,1850.0,1850.0,1,2015-04-15 17:40:00
1720.0,1720.0,1720.0,1720.0,1720.0,1,2015-04-15 18:00:00
1930.0,1930.0,1930.0,1930.0,1930.0,1,2015-04-20 16:10:00
1930.0,1930.0,1930.0,1930.0,1930.0,1,2015-04-20 18:30:00
1930.0,2000.0,2000.0,1930.0,175690.0,88,2015-05-12 17:00:00
2110.0,2110.0,2110.0,2110.0,2110.0,1,2015-05-12 18:30:00
2090.0,2150.0,2150.0,2090.0,4240.0,2,2015-05-13 14:20:00
1960.0,1960.0,1960.0,1960.0,1960.0,1,2015-05-13 14:30:00
1870.0,1870.0,1870.0,1870.0,1870.0,1,2015-05-15 17:00:00
1860.0,1860.0,1860.0,1860.0,1860.0,1,2015-05-19 10:10:00
1860.0,1860.0,1860.0,1860.0,1860.0,1,2015-05-20 17:20:00
1990.0,2000.0,2000.0,1990.0,3990.0,2,2015-05-21 10:50:00
1860.0,1860.0,1860.0,1860.0,1860.0,1,2015-05-22 10:00:00
1850.0,1850.0,1850.0,1850.0,5550.0,3,2015-05-22 10:10:00
2080.0,2080.0,2080.0,2080.0,2080.0,1,2015-05-22 12:30:00
2090.0,2120.0,2120.0,2090.0,4210.0,2,2015-05-25 15:10:00
1960.0,1960.0,1960.0,1960.0,1960.0,1,2015-05-25 16:00:00
2490.0,2490.0,2490.0,2490.0,2490.0,1,2015-05-25 17:20:00
2110.0,2060.0,2110.0,2060.0,14570.0,7,2015-05-25 17:30:00
2200.0,2150.0,2200.0,2150.0,4350.0,2,2015-05-29 16:20:00
1870.0,1870.0,1870.0,1870.0,1870.0,1,2015-06-01 16:50:00
1900.0,1900.0,1900.0,1900.0,1900.0,1,2015-06-02 15:10:00
2000.0,2000.0,2000.0,2000.0,66000.0,33,2015-06-03 10:10:00
2150.0,2150.0,2150.0,2150.0,2150.0,1,2015-06-03 18:30:00
2100.0,2100.0,2100.0,2100.0,2100.0,1,2015-06-05 10:00:00
1920.0,1920.0,1920.0,1920.0,1920.0,1,2015-06-26 16:30:00
1920.0,1900.0,1920.0,1900.0,7650.0,4,2015-07-02 10:10:00
1900.0,1900.0,1900.0,1900.0,1900.0,1,2015-07-02 10:20:00
1950.0,1950.0,1950.0,1950.0,19500.0,10,2015-07-02 16:50:00
1950.0,1950.0,1950.0,1950.0,5850.0,3,2015-07-03 11:10:00
1950.0,1950.0,1950.0,1950.0,19500.0,10,2015-07-03 12:50:00
2050.0,2050.0,2050.0,2050.0,2050.0,1,2015-07-03 15:30:00
1950.0,1950.0,1950.0,1950.0,29250.0,15,2015-07-06 12:00:00
2040.0,2040.0,2040.0,2040.0,2040.0,1,2015-07-06 18:20:00
1900.0,1900.0,1900.0,1900.0,1900.0,1,2015-07-16 17:00:00
1820.0,1350.0,1820.0,1350.0,15700.0,10,2015-08-18 11:20:00
2030.0,2030.0,2030.0,2030.0,2030.0,1,2015-08-18 13:00:00
2030.0,2030.0,2030.0,2030.0,2030.0,1,2015-08-18 13:20:00
2030.0,2030.0,2030.0,2030.0,10150.0,5,2015-08-18 13:50:00
2030.0,2030.0,2030.0,2030.0,2030.0,1,2015-08-18 14:50:00
2030.0,2030.0,2030.0,2030.0,4060.0,2,2015-08-18 15:30:00
1830.0,1830.0,1830.0,1830.0,1830.0,1,2015-09-04 18:10:00
1750.0,1730.0,1750.0,1730.0,3480.0,2,2015-09-08 12:30:00
1810.0,1810.0,1810.0,1810.0,1810.0,1,2015-09-18 12:20:00
1840.0,1840.0,1840.0,1840.0,1840.0,1,2015-09-18 12:30:00
1870.0,1870.0,1870.0,1870.0,3740.0,2,2015-09-18 12:40:00
1880.0,1880.0,1880.0,1880.0,1880.0,1,2015-09-21 17:10:00
1910.0,1910.0,1910.0,1910.0,1910.0,1,2015-09-29 13:00:00
1900.0,1900.0,1900.0,1900.0,1900.0,1,2015-10-01 14:40:00
1880.0,1880.0,1880.0,1880.0,1880.0,1,2015-10-01 14:50:00
1850.0,1850.0,1850.0,1850.0,1850.0,1,2015-10-15 16:20:00
1840.0,1840.0,1840.0,1840.0,1840.0,1,2015-10-29 13:00:00
1810.0,1810.0,1810.0,1810.0,1810.0,1,2015-11-13 18:10:00
1810.0,1810.0,1810.0,1810.0,1810.0,1,2015-11-19 11:20:00
1760.0,1760.0,1760.0,1760.0,1760.0,1,2015-11-19 14:10:00
1790.0,1790.0,1790.0,1790.0,1790.0,1,2015-11-19 16:40:00
